Year,ESD,District,School,K-12 Total Enrollment,Do teacher librarians have a role in supporting technology integration in your building?,"Number of Classrooms (including portables used as classrooms, labs, and library)",Number of classrooms with wired or wireless  Internet access,Does this building have a Wide-Area Network (WAN) link to your district office ?,Less than 10 MB,10-99 MB,100-999 MB,1 GB or higher,Does your building provide wireless access to the Internet?,One classroom or meeting room only?,"More than one classroom or meeting room, but not building-wide?",Central areas throughout building (but not one WAP/classroom)?,The entire building?,Number of assistive/adaptive technology devices for dedicated use by students with an IEP or 504 :,Number of Students with School-(or District) Provided E-mail Accounts,"Do you have one or more grades in your school that have a one-to-one initiative (e.g., laptops, tablets, netbooks)?","If yes, please describe:","If yes, are students allowed to take devices home?", List other district-owned wireless handheld devices that you make available for instructional use:,Number of Instructional Laptops,Number of Instructional Desktops,Number of Instructional Netbooks,Number of Instructional Tablets,Number of Instructional Thin Clients,Number of Windows XP OS,Number of Windows 7 OS,Number of Windows8/8.1 OS,Number of Windows 10 OS,Number of Other Windows OS,Number of Linux OS,Number of Mac OS X 10.4 or lower,Number of Mac OS X 10.5 or higher,Number of iOS,Number of Android,Number of Google Chrome,Devices with screen resolution less than 1024 x 768,Devices with screen resolution 1024 x 768 or higher,Devices with screen size less than 9.5 inch,Devices with screen size 10 inch or larger,Devices with RAM less than 1 GB,Devices with RAM 1 GB or higher,Number of multimedia projectors:,"Number of digital media receivers (e.g., Apple TV):",Number of flat panel displays used for displaying teacher lessons (32 inches or larger):,Number of document cameras:,"Number of whole classroom interactive devices (i.e., SMARTBoards, Promethean, Hitachi, etc.)","Number of mobile and wireless interactive slates or tablets (for example, Mobi, Airliners, iPad):","Number of student response systems (number of sets, not individual responder units):",Number of learning environments that provide a classroom amplification system,DistrictWANspeed,SchoolWirelessScope
2016,121,Seattle Public Schools,Beacon Hill International School,457,1,23,23,1,0,0,1,0,1,0,0,0,1,2,0,0,,0,,22,209,0,60,0,0,231,0,0,0,0,0,0,60,0,0,60,231,0,291,0,291,23,0,0,23,0,9,0,23,,
2016,121,Seattle Public Schools,Bridges Transition,84,0,3,3,1,0,1,0,0,1,0,0,0,1,3,0,0,,0,,0,6,0,12,0,0,6,0,0,0,0,0,0,12,0,0,12,6,0,18,0,18,3,3,0,3,0,0,0,0,,
2016,121,Seattle Public Schools,Broadview-Thomson K-8 School,613,1,32,32,1,0,0,1,0,1,0,0,0,1,10,0,0,,0,10 Color Nooks,32,323,0,108,0,0,238,0,0,0,0,0,117,108,0,0,108,355,0,463,0,463,34,0,0,34,0,0,0,34,,
2016,121,Seattle Public Schools,Bryant Elementary School,591,1,32,32,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,10 Kindle Fires,32,220,0,0,0,0,238,0,0,0,0,14,0,0,0,0,0,252,0,252,0,252,32,0,0,32,0,0,0,32,,
2016,121,Seattle Public Schools,Cascade Parent Partnership Program,180,0,17,17,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,0,77,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,77,0,77,0,77,8,0,0,8,0,0,0,0,,
2016,121,Seattle Public Schools,Cascadia Elementary,754,1,43,43,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,170,277,0,83,0,0,447,0,0,0,0,0,0,83,0,0,83,447,0,530,0,530,43,0,0,43,0,0,0,43,,
2016,121,Seattle Public Schools,Catharine Blaine K-8 School,738,1,25,25,1,0,0,1,0,1,0,0,0,1,3,0,0,,0,,63,225,0,30,0,0,252,0,0,0,0,36,0,30,0,0,30,288,0,318,0,318,28,0,0,28,0,0,0,25,,
2016,121,Seattle Public Schools,Chief Sealth International High School,1173,1,90,90,1,0,0,1,0,1,0,0,0,1,19,0,0,,0,10 Kindle Fires,31,603,0,12,0,0,634,0,0,0,0,0,0,12,0,0,12,634,0,646,0,646,58,0,0,58,58,0,0,90,,
2016,121,Seattle Public Schools,Cleveland High School STEM,842,1,43,43,1,0,0,1,0,1,0,0,0,1,4,850,1,All students have laptops for STEM,1,,1085,64,0,19,0,0,1149,0,0,0,0,0,0,19,0,0,19,1149,0,1168,0,1168,46,0,0,46,15,3,0,46,,
2016,121,Seattle Public Schools,Concord International School,392,1,17,17,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,64,145,0,30,0,0,209,0,0,0,0,0,0,30,0,0,30,209,0,239,0,239,23,0,0,23,0,0,0,23,,
2016,121,Seattle Public Schools,Daniel Bagley Elementary School,432,1,26,26,1,0,0,1,0,1,0,0,0,1,9,0,0,,0,,32,216,0,58,0,0,248,0,0,0,0,0,0,58,0,0,58,248,0,306,0,306,26,0,0,26,0,0,0,26,,
2016,121,Seattle Public Schools,David T. Denny International Middle School,866,1,50,50,1,0,0,1,0,1,0,0,0,1,19,0,0,,0,15 iPods with Cart,149,360,0,5,0,0,509,0,0,0,0,0,0,5,0,0,5,509,0,514,0,514,50,0,0,45,50,0,0,45,,
2016,121,Seattle Public Schools,Dunlap Elementary School,298,1,24,24,1,0,0,1,0,1,0,0,0,1,6,0,0,,0,,35,152,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,187,0,187,0,187,24,0,0,24,0,0,0,24,,
2016,121,Seattle Public Schools,Eckstein Middle School,906,1,67,67,1,0,0,1,0,1,0,0,0,1,20,0,0,,0,,117,483,0,65,0,0,534,0,0,0,0,0,66,65,0,0,65,600,0,665,0,665,75,0,0,75,0,0,0,0,,
2016,121,Seattle Public Schools,Emerson Elementary School,312,1,16,16,1,0,0,1,0,1,0,0,0,1,2,0,0,,0,,32,179,0,29,0,0,211,0,0,0,0,0,0,29,0,0,29,211,0,240,0,240,23,0,0,24,0,0,0,16,,
2016,121,Seattle Public Schools,Fairmount Park Elementary School,467,0,25,25,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,0,200,0,71,0,0,200,0,0,0,0,0,0,71,0,0,71,200,0,271,0,271,25,0,0,25,25,0,0,25,,
2016,121,Seattle Public Schools,Franklin High School,1307,1,83,83,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,34,463,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,497,0,497,0,497,83,0,0,83,0,0,0,0,,
2016,121,Seattle Public Schools,Frantz Coe Elementary School,545,1,65,65,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,193,0,51,0,0,32,0,0,0,0,0,193,51,0,0,51,225,0,276,0,276,65,0,0,65,0,1,0,20,,
2016,121,Seattle Public Schools,Garfield High School,1712,1,73,73,1,0,0,1,0,1,0,0,0,1,6,0,0,,0,10 Color Nooks,20,547,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,567,0,567,0,567,80,0,0,80,26,0,0,73,,
2016,121,Seattle Public Schools,Gatewood Elementary School,430,1,23,23,1,0,0,1,0,1,0,0,0,1,2,0,0,,0,,32,125,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,157,0,157,0,157,18,0,0,18,0,0,0,19,,
2016,121,Seattle Public Schools,Graham Hill Elementary School,352,1,31,31,1,0,0,1,0,1,0,0,0,1,5,0,0,,0,,32,175,0,4,0,0,207,0,0,0,0,0,0,4,0,0,4,207,0,211,0,211,22,0,0,22,0,0,0,22,,
2016,121,Seattle Public Schools,Green Lake Elementary School,334,1,30,30,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,134,0,17,0,0,166,0,0,0,0,0,0,17,0,0,17,166,0,183,0,183,31,0,0,30,0,0,0,30,,
2016,121,Seattle Public Schools,Greenwood Elementary School,347,1,30,30,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,137,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,169,0,169,0,169,30,0,0,30,0,0,0,30,,
2016,121,Seattle Public Schools,Hamilton International Middle School,1089,1,43,43,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,233,307,0,64,0,0,540,0,0,0,0,0,0,64,0,0,64,540,0,604,0,604,42,0,0,42,0,0,0,43,,
2016,121,Seattle Public Schools,Hawthorne Elementary School - Seattle,391,1,27,27,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,133,0,24,0,0,165,0,0,0,0,0,0,24,0,0,24,165,0,189,0,189,22,0,0,22,0,0,0,27,,
2016,121,Seattle Public Schools,Hazel Wolf K-8,757,1,42,42,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,95,135,0,43,0,0,230,0,0,0,0,0,0,43,0,0,43,230,0,273,0,273,42,0,0,42,0,0,0,15,,
2016,121,Seattle Public Schools,Highland Park Elementary School,352,1,26,26,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,166,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,198,0,198,0,198,26,0,0,26,0,0,0,26,,
2016,121,Seattle Public Schools,Ingraham High School,1232,1,78,78,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,0,488,0,36,0,0,488,0,0,0,0,0,0,36,0,0,36,488,0,524,0,524,64,0,0,61,61,0,0,78,,
2016,121,Seattle Public Schools,Interagency Detention School,64,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,iPADS at the King County Detention Center,0,,0,15,0,37,0,0,15,0,0,0,0,0,0,37,0,0,37,15,0,52,0,52,5,0,0,5,0,0,0,0,,
2016,121,Seattle Public Schools,Interagency Programs,360,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,iPADS for all Students at all Interagency Sites,0,,0,82,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,82,0,82,0,82,23,0,0,23,0,0,0,0,,
2016,121,Seattle Public Schools,Jane Addams Middle School,825,1,52,52,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,64,357,0,35,0,0,421,0,0,0,0,0,0,35,0,0,35,421,0,456,0,456,52,0,0,52,52,0,0,0,,
2016,121,Seattle Public Schools,John Hay Elementary School,500,1,24,24,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,2,187,0,0,0,0,27,0,0,0,0,0,162,0,0,0,0,189,0,189,0,189,27,0,0,27,0,0,1,24,,
2016,121,Seattle Public Schools,John Muir Elementary School,397,1,20,20,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,40,190,0,41,0,0,230,0,0,0,0,0,0,41,0,0,41,230,0,271,0,271,22,0,0,22,0,0,0,20,,
2016,121,Seattle Public Schools,John Rogers Elementary School,389,1,18,18,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,64,164,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,228,0,228,0,228,18,0,0,18,0,0,0,18,,
2016,121,Seattle Public Schools,John Stanford International School,456,1,25,25,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,171,0,10,0,0,203,0,0,0,0,0,0,10,0,0,10,203,0,213,0,213,25,0,0,25,3,0,0,25,,
2016,121,Seattle Public Schools,Kimball Elementary School,425,1,22,22,1,0,0,1,0,1,0,0,0,1,1,0,1,15 iPads with cart,0,,32,260,0,0,0,0,198,0,0,0,0,0,94,0,0,0,0,292,0,292,0,292,27,0,0,27,0,0,0,21,,
2016,121,Seattle Public Schools,Lafayette Elementary School,481,1,25,25,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,166,0,90,0,0,138,0,0,0,0,60,0,90,0,0,90,198,0,288,0,288,22,0,0,22,0,0,0,25,,
2016,121,Seattle Public Schools,Laurelhurst Elementary School,433,1,23,23,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,32,133,0,10,0,0,32,0,0,0,0,0,133,10,0,0,0,175,0,175,0,175,18,1,0,18,10,0,12,20,,
2016,121,Seattle Public Schools,Lawton Elementary School,426,1,27,27,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,148,0,16,0,0,32,0,0,0,0,0,148,16,0,0,16,180,0,196,0,196,20,0,0,18,0,0,0,24,,
2016,121,Seattle Public Schools,Leschi Elementary School,368,1,27,27,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,148,0,32,0,0,180,0,0,0,0,0,0,32,0,0,32,180,0,212,0,212,27,0,0,27,0,0,0,27,,
2016,121,Seattle Public Schools,Licton Springs K-8,133,1,17,17,1,0,0,1,0,1,0,0,0,1,5,0,0,,0,,9,58,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,67,0,67,0,67,17,0,0,17,0,0,0,17,,
2016,121,Seattle Public Schools,Lowell Elementary School - Seattle,312,1,34,34,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,32,92,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,124,0,124,0,124,35,0,0,35,0,0,0,34,,
2016,121,Seattle Public Schools,Loyal Heights Elementary School,427,1,23,23,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,50,172,0,30,0,0,222,0,0,0,0,0,0,30,0,0,30,222,0,252,0,252,18,0,0,18,0,0,0,18,,
2016,121,Seattle Public Schools,Madison Middle School,777,1,64,64,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,69,353,0,30,0,0,422,0,0,0,0,0,0,30,0,0,30,422,0,452,0,452,50,0,0,50,6,0,0,55,,
2016,121,Seattle Public Schools,Madrona K-8 School,288,1,50,50,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,0,177,0,62,0,0,167,0,0,0,0,0,10,62,0,0,62,177,0,239,0,239,50,0,0,50,0,0,0,24,,
2016,121,Seattle Public Schools,Maple Elementary School,480,1,50,50,1,0,0,0,1,1,0,0,0,1,1,0,1,15 laptops have wireless in one classroom,0,,64,137,0,18,0,0,201,0,0,0,0,0,0,18,0,0,18,201,0,219,0,219,50,0,0,50,0,4,0,50,,
2016,121,Seattle Public Schools,Martin Luther King Jr. Elementary School,322,1,30,30,1,0,0,0,1,1,0,0,0,1,13,0,0,,0,,29,121,0,5,0,0,150,0,0,0,0,0,0,5,0,0,5,150,0,155,0,155,23,0,0,23,23,0,0,23,,
2016,121,Seattle Public Schools,McClure Middle School,550,1,38,38,1,0,0,0,1,1,0,0,0,1,14,0,0,,0,,5,317,0,20,0,0,322,0,0,0,0,0,0,20,0,0,20,322,0,342,0,342,38,0,0,38,0,0,0,0,,
2016,121,Seattle Public Schools,McDonald International School,453,1,46,46,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,32,123,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,155,0,155,0,155,21,0,0,21,0,0,0,21,,
2016,121,Seattle Public Schools,McGilvra Elementary School,275,1,43,42,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,31,125,0,5,0,0,98,0,0,0,0,0,58,5,0,0,5,156,0,161,0,161,14,0,0,14,0,0,0,14,,
2016,121,Seattle Public Schools,Mercer International Middle School,1101,1,46,46,1,0,0,0,1,1,0,0,0,1,14,0,0,,0,,32,563,0,32,0,0,595,0,0,0,0,0,0,32,0,0,32,595,0,627,0,627,49,0,0,49,0,0,0,0,,
2016,121,Seattle Public Schools,Middle College High School,121,0,10,10,1,1,0,0,0,0,0,0,0,0,2,0,0,,0,,0,84,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,84,0,84,0,84,13,0,0,13,0,0,0,0,,
2016,121,Seattle Public Schools,Montlake Elementary School,265,1,65,65,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,32,121,0,43,0,0,104,0,0,0,0,0,49,43,0,0,43,153,0,196,0,196,65,0,0,65,0,0,0,65,,
2016,121,Seattle Public Schools,Nathan Hale High School,1177,1,70,70,1,0,0,0,1,1,0,0,0,1,27,0,0,,0,,64,466,0,0,0,0,264,0,0,0,0,0,266,0,0,0,0,530,0,530,0,530,70,0,0,70,27,16,0,0,,
2016,121,Seattle Public Schools,North Beach Elementary School,294,1,22,22,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,36,93,0,39,0,0,129,0,0,0,0,0,0,39,0,0,39,129,0,168,0,168,22,0,0,22,0,0,0,22,,
2016,121,Seattle Public Schools,Northgate Elementary School,242,1,21,21,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,0,210,0,93,0,0,210,0,0,0,0,0,0,93,0,0,93,210,0,303,0,303,21,0,0,19,21,0,0,21,,
2016,121,Seattle Public Schools,Nova High School,344,0,19,19,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,0,210,0,0,0,0,165,0,0,0,0,0,45,0,0,0,0,210,0,210,0,210,19,1,0,19,0,5,0,0,,
2016,121,Seattle Public Schools,Olympic Hills Elementary School,283,1,30,30,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,32,78,0,40,0,0,110,0,0,0,0,0,0,40,0,0,40,110,0,150,0,150,30,0,0,30,0,0,0,30,,
2016,121,Seattle Public Schools,Olympic View Elementary School,455,1,24,24,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,32,153,0,0,30,0,215,0,0,0,0,0,0,0,0,0,0,215,0,215,0,215,25,0,0,25,0,0,0,24,,
2016,121,Seattle Public Schools,Orca K-8 School,415,1,25,25,1,0,0,0,1,1,0,0,0,1,34,0,0,,0,,32,148,0,48,0,0,124,0,0,0,0,0,56,48,0,0,48,180,0,228,0,228,25,1,0,25,0,0,0,25,,
2016,121,Seattle Public Schools,Pathfinder K-8 School,505,1,30,30,1,0,0,0,1,1,0,0,0,1,20,0,0,,0,10 Kindle Fires,32,195,0,64,0,0,227,0,0,0,0,0,0,64,0,0,64,227,0,291,0,291,30,0,0,30,0,0,0,30,,
2016,121,Seattle Public Schools,Queen Anne Elementary,426,1,25,25,1,0,0,0,1,1,0,0,0,1,0,22,1,PTA provided iPad mini for every student.,0,,32,140,0,473,0,0,32,0,0,0,0,0,140,473,0,0,473,172,473,172,0,645,25,0,0,25,0,0,0,22,,
2016,121,Seattle Public Schools,Rainier Beach High School,671,1,59,59,1,0,0,0,1,1,0,0,0,1,18,0,0,,0,,48,358,0,44,0,0,406,0,0,0,0,0,0,44,0,0,44,406,0,450,0,450,59,0,0,59,0,0,0,0,,
2016,121,Seattle Public Schools,Rainier View Elementary School,230,1,22,22,1,0,0,0,1,1,0,0,0,1,18,0,0,,0,,32,95,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,127,0,127,0,127,27,0,0,27,15,0,0,0,,
2016,121,Seattle Public Schools,Roosevelt High School,1715,1,94,94,1,0,0,0,1,1,0,0,0,1,18,0,0,,0,,44,689,0,30,0,0,733,0,0,0,0,0,0,30,0,0,30,733,0,763,0,763,84,0,0,84,17,0,0,93,,
2016,121,Seattle Public Schools,Roxhill Elementary School,299,1,24,24,1,0,0,0,1,1,0,0,0,1,7,0,0,,0,,32,155,0,40,0,0,187,0,0,0,0,0,0,40,0,0,40,187,0,227,0,227,22,0,0,22,0,0,0,24,,
2016,121,Seattle Public Schools,Sacajawea Elementary School,232,1,25,25,1,0,0,0,1,1,0,0,0,1,6,0,0,,0,,64,136,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,200,0,200,25,0,0,25,0,0,0,25,,
2016,121,Seattle Public Schools,Salmon Bay K-8 School,672,1,23,23,1,0,0,0,1,1,0,0,0,1,11,0,0,,0,,56,96,0,56,0,0,96,0,0,0,0,0,56,56,0,0,56,152,0,208,0,208,23,0,0,23,0,0,0,23,,
2016,121,Seattle Public Schools,Sand Point Elementary,255,1,15,15,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,15 iPods with Cart,32,113,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,145,0,145,0,145,15,0,0,15,0,0,0,15,,
2016,121,Seattle Public Schools,Sanislo Elementary School,273,1,24,24,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,32,131,0,37,0,0,163,0,0,0,0,0,0,37,0,0,37,163,0,200,0,200,25,0,0,25,0,0,0,25,,
2016,121,Seattle Public Schools,Schmitz Park Elementary School,639,1,18,18,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,90,205,0,53,0,0,295,0,0,0,0,0,0,53,0,0,53,295,0,348,0,348,18,4,0,18,0,0,0,18,,
2016,121,Seattle Public Schools,Seattle World School,189,0,22,22,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,0,164,0,13,0,0,114,0,0,0,0,0,50,13,0,0,13,164,0,177,0,177,24,0,0,24,0,0,0,0,,
2016,121,Seattle Public Schools,South Lake High School,96,0,25,25,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,0,113,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,113,0,113,0,113,25,0,0,25,15,0,0,25,,
2016,121,Seattle Public Schools,South Shore PK-8 School,622,1,25,25,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,37,352,0,80,0,0,389,0,0,0,0,0,0,80,0,0,80,389,0,469,0,469,25,0,0,25,10,0,0,25,,
2016,121,Seattle Public Schools,STEM K-8,403,0,13,13,1,0,0,0,1,1,0,0,0,1,1,0,0,,0,,32,168,0,60,0,0,170,0,0,0,0,0,30,60,0,0,0,260,0,260,0,260,14,0,0,14,13,60,0,14,,
2016,121,Seattle Public Schools,Stevens Elementary School,336,1,26,26,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,32,105,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,137,0,137,0,137,23,0,0,23,0,0,0,23,,
2016,121,Seattle Public Schools,The Center School,270,0,10,10,1,0,0,0,1,1,0,0,0,1,2,0,0,,0,,0,110,0,15,0,0,46,0,0,0,0,0,64,15,0,0,15,110,0,125,0,125,10,0,0,10,0,0,0,0,,
2016,121,Seattle Public Schools,Thornton Creek Elementary School,416,1,45,45,1,0,0,0,1,1,0,0,0,1,11,0,0,,0,,32,179,0,96,0,0,211,0,0,0,0,0,0,96,0,0,96,211,0,307,0,307,45,0,0,45,0,0,0,45,,
2016,121,Seattle Public Schools,Thurgood Marshall Elementary,522,1,29,29,1,0,0,0,1,1,0,0,0,1,8,0,0,,0,,0,147,0,63,0,0,147,0,0,0,0,0,0,63,0,0,63,147,0,210,0,210,26,0,0,26,0,0,0,28,,
2016,121,Seattle Public Schools,Tops K-8 School,485,1,26,26,1,0,0,0,1,1,0,0,0,1,11,0,0,,0,,96,176,0,15,0,0,272,0,0,0,0,0,0,15,0,0,15,272,0,287,0,287,26,0,0,26,0,0,0,14,,
2016,121,Seattle Public Schools,Van Asselt Elementary School,511,1,25,25,1,0,0,0,1,1,0,0,0,1,6,0,0,,0,,32,194,0,28,0,0,226,0,0,0,0,0,0,28,0,0,28,226,0,254,0,254,25,0,0,25,0,0,0,25,,
2016,121,Seattle Public Schools,View Ridge Elementary School,592,1,60,60,1,0,0,0,1,1,0,0,0,1,7,0,0,,0,,32,187,0,0,0,0,92,0,0,0,0,0,127,0,0,0,0,219,0,219,0,219,60,0,0,60,0,0,0,60,,
2016,121,Seattle Public Schools,Viewlands Elementary School,383,1,60,60,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,32,199,0,0,0,0,32,0,0,0,0,0,199,0,0,0,0,231,0,231,0,231,24,0,0,24,24,0,0,24,,
2016,121,Seattle Public Schools,Washington Middle School,1079,1,58,58,1,0,0,0,1,1,0,0,0,1,11,0,1,1-1 program with Kindle fires,0,,94,362,0,1100,0,0,456,0,0,0,0,0,0,0,1100,0,1100,456,1100,456,1100,456,53,0,0,53,10,0,0,0,,
2016,121,Seattle Public Schools,Wedgwood Elementary School,480,1,28,28,1,0,0,0,1,1,0,0,0,1,9,0,0,,0,,29,262,0,91,0,0,291,0,0,0,0,0,0,91,0,0,91,291,0,382,0,382,28,0,0,28,9,5,2,28,,
2016,121,Seattle Public Schools,West Seattle Elementary School,415,1,24,24,1,0,0,0,1,1,0,0,0,1,16,0,0,,0,,60,189,0,60,0,0,249,0,0,0,0,0,0,60,0,0,60,249,0,309,0,309,24,0,0,24,0,3,0,22,,
2016,121,Seattle Public Schools,West Seattle High School,993,1,62,62,1,0,0,0,1,1,0,0,0,1,12,0,0,,0,,32,380,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,412,0,412,0,412,61,0,0,61,6,0,4,0,,
2016,121,Seattle Public Schools,West Woodland Elementary School,532,1,22,22,1,0,0,0,1,1,0,0,0,1,3,0,0,,0,,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,200,0,200,25,0,0,25,0,0,0,25,,
2016,121,Seattle Public Schools,Whitman Middle School,861,1,55,55,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,126,266,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,392,0,392,0,392,51,0,0,51,8,0,0,0,,
2016,121,Seattle Public Schools,Whittier Elementary School,469,1,23,23,1,0,0,0,1,1,0,0,0,1,12,0,0,,0,10 Color Nooks,32,220,0,105,0,0,252,0,0,0,0,0,0,105,0,0,105,252,0,357,0,357,23,0,0,23,0,0,0,23,,
2016,121,Seattle Public Schools,Wing Luke Elementary School,356,1,19,19,1,0,0,0,1,1,0,0,0,1,4,0,0,,0,,32,119,0,12,0,0,151,0,0,0,0,0,0,12,0,0,12,151,0,163,0,163,21,0,0,21,0,0,0,21,,
2016,189,Sedro-Woolley School District,Big Lake Elementary School,350,0,16,16,1,0,1,0,0,1,0,0,0,1,3,0,1,One HP Stream 11 per student K-6 (350 students).,0,,364,54,0,31,15,0,0,418,0,15,0,0,0,31,0,0,0,464,0,464,0,464,0,0,0,11,11,0,0,0,,
2016,189,Sedro-Woolley School District,Cascade Middle School,596,1,35,35,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,78,90,78,76,2,0,162,86,0,0,0,0,0,6,70,0,0,324,76,248,0,324,6,0,0,35,35,37,0,35,,
2016,189,Sedro-Woolley School District,Central Elementary School,416,0,26,26,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,71,71,61,0,1,0,14,179,0,11,0,0,0,0,0,0,0,204,0,204,0,204,27,0,0,26,2,0,0,0,,
2016,189,Sedro-Woolley School District,Clear Lake Elementary School,264,0,13,13,1,0,1,0,0,1,0,0,0,1,1,0,0,,0,,0,61,0,98,16,0,0,170,0,0,0,0,0,5,0,0,0,175,0,175,0,175,1,0,0,13,12,0,0,0,,
2016,189,Sedro-Woolley School District,Evergreen Elementary School,516,1,32,32,1,0,0,1,0,1,0,0,0,1,1,0,0,,0,,128,89,62,4,1,0,215,65,0,0,0,0,0,4,0,0,0,284,62,222,0,284,32,2,0,32,9,4,1,0,,
2016,189,Sedro-Woolley School District,Lyman Elementary School,178,0,10,10,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,29,45,0,60,0,0,0,107,0,0,0,0,0,0,27,0,0,134,27,107,0,134,3,0,0,8,5,0,0,0,,
2016,189,Sedro-Woolley School District,Mary Purcell Elementary School,387,0,30,30,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,34,93,0,64,13,0,2,189,0,13,0,0,0,0,0,0,0,204,0,204,0,204,12,0,0,20,13,0,0,0,,
2016,189,Sedro-Woolley School District,Samish Elementary School,183,1,12,12,1,0,0,1,0,1,0,0,0,1,0,0,0,,0,,2,50,32,2,0,0,42,42,0,0,0,0,0,2,0,0,0,86,34,52,0,86,9,0,0,9,0,2,0,0,,
2016,189,Sedro-Woolley School District,Sedro Woolley Senior High School,1208,1,58,58,1,0,0,1,0,1,0,0,1,0,1,1140,0,,0,,100,350,10,8,0,0,50,299,73,0,0,0,40,6,0,0,0,468,16,452,0,468,49,2,5,55,3,4,0,0,,
2016,189,Sedro-Woolley School District,State Street High School,198,0,12,12,1,0,1,0,0,1,0,0,0,1,0,0,0,,0,,24,75,0,0,0,0,75,24,0,0,0,0,0,0,0,0,0,99,0,99,0,99,8,0,1,8,0,0,0,0,,
2016,105,Selah School District,John Campbell Primary School,804,0,55,55,1,0,0,0,1,1,0,0,0,1,0,0,0,,0,,0,0,0,90,190,0,0,60,0,130,0,0,0,90,0,0,0,280,90,190,0,280,46,3,0,50,4,0,0,0,,
